Time,AD3_0_ai0,AD3_0_ai1
1565.4 sec,2.97439967466111,3.03107708155867
1565.5 sec,2.97439967466111,3.03107708155867
1565.6 sec,2.97348677836038,3.03107708155867
1565.7 sec,2.97348677836038,3.03107708155867
1565.8 sec,2.97257388205966,3.03199106975709
1565.9 sec,2.97348677836038,3.03199106975709
1566 sec,2.97257388205966,3.03107708155867
1566.1 sec,2.97348677836038,3.03199106975709
1566.2 sec,2.97257388205966,3.03107708155867
1566.3 sec,2.97257388205966,3.03016309336026
1566.4 sec,2.97348677836038,3.03107708155867
1566.5 sec,2.97257388205966,3.03107708155867
1566.6 sec,2.97348677836038,3.03016309336026
1566.7 sec,2.97348677836038,3.03107708155867
1566.8 sec,2.97531257096183,3.03199106975709
1566.9 sec,2.97531257096183,3.03199106975709
1567 sec,2.97531257096183,3.0329050579555
1567.1 sec,2.97348677836038,3.03107708155867
1567.2 sec,2.97257388205966,3.03016309336026
1567.3 sec,2.97348677836038,3.03107708155867
1567.4 sec,2.97348677836038,3.03016309336026
1567.5 sec,2.97531257096183,3.03199106975709
1567.6 sec,2.97439967466111,3.03016309336026
1567.7 sec,2.97439967466111,3.03107708155867
1567.8 sec,2.97439967466111,3.03107708155867
1567.9 sec,2.97439967466111,3.03107708155867
1568 sec,2.97622546726256,3.03199106975709
1568.1 sec,2.97531257096183,3.03107708155867
1568.2 sec,2.97439967466111,3.03016309336026
1568.3 sec,2.97531257096183,3.03016309336026
1568.4 sec,2.97531257096183,3.03016309336026
1568.5 sec,2.97531257096183,3.03107708155867
1568.6 sec,2.97257388205966,3.02924910516184
1568.7 sec,2.97257388205966,3.03016309336026
1568.8 sec,2.97439967466111,3.03107708155867
1568.9 sec,2.97439967466111,3.03016309336026
1569 sec,2.97348677836038,3.03016309336026
1569.1 sec,2.97348677836038,3.02924910516184
1569.2 sec,2.97348677836038,3.02924910516184
1569.3 sec,2.97348677836038,3.03016309336026
1569.4 sec,2.97348677836038,3.03016309336026
1569.5 sec,2.97348677836038,3.03107708155867
1569.6 sec,2.97439967466111,3.03107708155867
1569.7 sec,2.97531257096183,3.03107708155867
1569.8 sec,2.97439967466111,3.03107708155867
1569.9 sec,2.97348677836038,3.03016309336026
1570 sec,2.97348677836038,3.03016309336026
1570.1 sec,2.97439967466111,3.03199106975709
1570.2 sec,2.97531257096183,3.03199106975709
1570.3 sec,2.97348677836038,3.03199106975709
1570.4 sec,2.97439967466111,3.03199106975709
1570.5 sec,2.97439967466111,3.03107708155867
1570.6 sec,2.97439967466111,3.03107708155867
1570.7 sec,2.97531257096183,3.03107708155867
1570.8 sec,2.97531257096183,3.03107708155867
1570.9 sec,2.97439967466111,3.03107708155867
1571 sec,2.97531257096183,3.03107708155867
1571.1 sec,2.97531257096183,3.03107708155867
1571.2 sec,2.97439967466111,3.03016309336026
1571.3 sec,2.97531257096183,3.03016309336026
1571.4 sec,2.97622546726256,3.03199106975709
1571.5 sec,2.97531257096183,3.03107708155867
1571.6 sec,2.97531257096183,3.03199106975709
1571.7 sec,2.97531257096183,3.03199106975709
1571.8 sec,2.97531257096183,3.03107708155867
1571.9 sec,2.97531257096183,3.03107708155867
1572 sec,2.97439967466111,3.03107708155867
1572.1 sec,2.97439967466111,3.03016309336026
1572.2 sec,2.97348677836038,3.03016309336026
1572.3 sec,2.97348677836038,3.03016309336026
1572.4 sec,2.97531257096183,3.03199106975709
1572.5 sec,2.97531257096183,3.03107708155867
1572.6 sec,2.97439967466111,3.03107708155867
1572.7 sec,2.97531257096183,3.03107708155867
1572.8 sec,2.97439967466111,3.03199106975709
1572.9 sec,2.97531257096183,3.03107708155867
1573 sec,2.97531257096183,3.03016309336026
1573.1 sec,2.97531257096183,3.03016309336026
1573.2 sec,2.97348677836038,3.03016309336026
1573.3 sec,2.97531257096183,3.03107708155867
1573.4 sec,2.97531257096183,3.03107708155867
1573.5 sec,2.97439967466111,3.03107708155867
1573.6 sec,2.97439967466111,3.03107708155867
1573.7 sec,2.97439967466111,3.03016309336026
1573.8 sec,2.97531257096183,3.03107708155867
1573.9 sec,2.97531257096183,3.03016309336026
1574 sec,2.97439967466111,3.03016309336026
1574.1 sec,2.97531257096183,3.03016309336026
1574.2 sec,2.97531257096183,3.03016309336026
1574.3 sec,2.97439967466111,3.03016309336026
1574.4 sec,2.97531257096183,3.03107708155867
1574.5 sec,2.97348677836038,3.03016309336026
1574.6 sec,2.97348677836038,3.03016309336026
1574.7 sec,2.97348677836038,3.03016309336026
1574.8 sec,2.97439967466111,3.03107708155867
1574.9 sec,2.97348677836038,3.03016309336026
1575 sec,2.97439967466111,3.03016309336026
1575.1 sec,2.97531257096183,3.03107708155867
1575.2 sec,2.97439967466111,3.03016309336026
1575.3 sec,2.97439967466111,3.03016309336026
1575.4 sec,2.97439967466111,3.03016309336026
1575.5 sec,2.97439967466111,3.03107708155867
1575.6 sec,2.97348677836038,3.03016309336026
1575.7 sec,2.97531257096183,3.03016309336026
1575.8 sec,2.97531257096183,3.03016309336026
1575.9 sec,2.97531257096183,3.03199106975709
1576 sec,2.97439967466111,3.03016309336026
1576.1 sec,2.97439967466111,3.03016309336026
1576.2 sec,2.97439967466111,3.03016309336026
1576.3 sec,2.97348677836038,3.03016309336026
1576.4 sec,2.97257388205966,3.02924910516184
1576.5 sec,2.97348677836038,3.03016309336026
1576.6 sec,2.97348677836038,3.03016309336026
1576.7 sec,2.97348677836038,3.03016309336026
1576.8 sec,2.97439967466111,3.03016309336026
1576.9 sec,2.97439967466111,3.03016309336026
1577 sec,2.97531257096183,3.03199106975709
1577.1 sec,2.97531257096183,3.03107708155867
1577.2 sec,2.97531257096183,3.03199106975709
1577.3 sec,2.97531257096183,3.03199106975709
1577.4 sec,2.97348677836038,3.03107708155867
1577.5 sec,2.97439967466111,3.03107708155867
1577.6 sec,2.97439967466111,3.03199106975709
1577.7 sec,2.97439967466111,3.03107708155867
1577.8 sec,2.97439967466111,3.03107708155867
1577.9 sec,2.97348677836038,3.03016309336026
1578 sec,2.97439967466111,3.03107708155867
1578.1 sec,2.97439967466111,3.03107708155867
1578.2 sec,2.97348677836038,3.03107708155867
1578.3 sec,2.97348677836038,3.03107708155867
1578.4 sec,2.97257388205966,3.03016309336026
1578.5 sec,2.97348677836038,3.03016309336026
1578.6 sec,2.97439967466111,3.03107708155867
1578.7 sec,2.97439967466111,3.03107708155867
1578.8 sec,2.97439967466111,3.03016309336026
1578.9 sec,2.97531257096183,3.03016309336026
1579 sec,2.97348677836038,3.03016309336026
1579.1 sec,2.97348677836038,3.03016309336026
1579.2 sec,2.97439967466111,3.03016309336026
1579.3 sec,2.97348677836038,3.03016309336026
1579.4 sec,2.97439967466111,3.03107708155867
1579.5 sec,2.97439967466111,3.03016309336026
1579.6 sec,2.97257388205966,3.02924910516184
1579.7 sec,2.97439967466111,3.03016309336026
1579.8 sec,2.97439967466111,3.03016309336026
1579.9 sec,2.97348677836038,3.03016309336026
1580 sec,2.97348677836038,3.03016309336026
1580.1 sec,2.97531257096183,3.03107708155867
1580.2 sec,2.97348677836038,3.03016309336026
1580.3 sec,2.97348677836038,3.03016309336026
1580.4 sec,2.97531257096183,3.03016309336026
1580.5 sec,2.97348677836038,3.03016309336026
1580.6 sec,2.97531257096183,3.03016309336026
1580.7 sec,2.97531257096183,3.03016309336026
1580.8 sec,2.97531257096183,3.03016309336026
1580.9 sec,2.97531257096183,3.03107708155867
1581 sec,2.97257388205966,3.03016309336026
1581.1 sec,2.97439967466111,3.03016309336026
1581.2 sec,2.97531257096183,3.03016309336026
1581.3 sec,2.97531257096183,3.03016309336026
1581.4 sec,2.97439967466111,3.03016309336026
1581.5 sec,2.97348677836038,3.02924910516184
1581.6 sec,2.97439967466111,3.03016309336026
1581.7 sec,2.97531257096183,3.03016309336026
1581.8 sec,2.97439967466111,3.03016309336026
1581.9 sec,2.97531257096183,3.03107708155867
1582 sec,2.97531257096183,3.03107708155867
1582.1 sec,2.97439967466111,3.03016309336026
1582.2 sec,2.97439967466111,3.03016309336026
1582.3 sec,2.97439967466111,3.03107708155867
1582.4 sec,2.97257388205966,3.03016309336026
1582.5 sec,2.97348677836038,3.03016309336026
1582.6 sec,2.97439967466111,3.03107708155867
1582.7 sec,2.97348677836038,3.03016309336026
1582.8 sec,2.97439967466111,3.03016309336026
1582.9 sec,2.97439967466111,3.03016309336026
1583 sec,2.97531257096183,3.03107708155867
1583.1 sec,2.97531257096183,3.03199106975709
1583.2 sec,2.97439967466111,3.03107708155867
1583.3 sec,2.97531257096183,3.03107708155867
1583.4 sec,2.97348677836038,3.03016309336026
1583.5 sec,2.97348677836038,3.03016309336026
1583.6 sec,2.97531257096183,3.03016309336026
1583.7 sec,2.97531257096183,3.03016309336026
1583.8 sec,2.97622546726256,3.03107708155867
1583.9 sec,2.97531257096183,3.03016309336026
1584 sec,2.97713836356329,3.03107708155867
1584.1 sec,2.97531257096183,3.03016309336026
1584.2 sec,2.97531257096183,3.03107708155867
1584.3 sec,2.97531257096183,3.03107708155867
1584.4 sec,2.97531257096183,3.03107708155867
1584.5 sec,2.97531257096183,3.03016309336026
1584.6 sec,2.97622546726256,3.03107708155867
1584.7 sec,2.97531257096183,3.03107708155867
1584.8 sec,2.97531257096183,3.03016309336026
1584.9 sec,2.97531257096183,3.03107708155867
1585 sec,2.97531257096183,3.03107708155867
1585.1 sec,2.97531257096183,3.03107708155867
1585.2 sec,2.97531257096183,3.03107708155867
1585.3 sec,2.97622546726256,3.03107708155867
1585.4 sec,2.97622546726256,3.03107708155867
1585.5 sec,2.97531257096183,3.03016309336026
1585.6 sec,2.97531257096183,3.03107708155867
1585.7 sec,2.97348677836038,3.03016309336026
1585.8 sec,2.97439967466111,3.03107708155867
1585.9 sec,2.97439967466111,3.03016309336026
1586 sec,2.97439967466111,3.03016309336026
1586.1 sec,2.97439967466111,3.03016309336026
1586.2 sec,2.97439967466111,3.03107708155867
1586.3 sec,2.97439967466111,3.03016309336026
1586.4 sec,2.97348677836038,3.03016309336026
1586.5 sec,2.97439967466111,3.03107708155867
1586.6 sec,2.97348677836038,3.03016309336026
1586.7 sec,2.97531257096183,3.03199106975709
1586.8 sec,2.97439967466111,3.03107708155867
1586.9 sec,2.97531257096183,3.03107708155867
1587 sec,2.97439967466111,3.03107708155867
1587.1 sec,2.97439967466111,3.03016309336026
1587.2 sec,2.97531257096183,3.03199106975709
1587.3 sec,2.97439967466111,3.03107708155867
1587.4 sec,2.97439967466111,3.03016309336026
1587.5 sec,2.97439967466111,3.03016309336026
1587.6 sec,2.97439967466111,3.03016309336026
1587.7 sec,2.97439967466111,3.03107708155867
1587.8 sec,2.97531257096183,3.03107708155867
1587.9 sec,2.97531257096183,3.03199106975709
1588 sec,2.97531257096183,3.03107708155867
1588.1 sec,2.97531257096183,3.03107708155867
1588.2 sec,2.97531257096183,3.03107708155867
1588.3 sec,2.97531257096183,3.03107708155867
1588.4 sec,2.97439967466111,3.03016309336026
1588.5 sec,2.97439967466111,3.03107708155867
1588.6 sec,2.97531257096183,3.03199106975709
1588.7 sec,2.97531257096183,3.03107708155867
1588.8 sec,2.97531257096183,3.03107708155867
1588.9 sec,2.97531257096183,3.03199106975709
1589 sec,2.97531257096183,3.03107708155867
1589.1 sec,2.97439967466111,3.03107708155867
1589.2 sec,2.97439967466111,3.03199106975709
1589.3 sec,2.97531257096183,3.03199106975709
1589.4 sec,2.97439967466111,3.03107708155867
1589.5 sec,2.97531257096183,3.03107708155867
1589.6 sec,2.97622546726256,3.03199106975709
1589.7 sec,2.97439967466111,3.03016309336026
1589.8 sec,2.97348677836038,3.03107708155867
1589.9 sec,2.97439967466111,3.03107708155867
1590 sec,2.97531257096183,3.03107708155867
1590.1 sec,2.97531257096183,3.03107708155867
1590.2 sec,2.97531257096183,3.03107708155867
1590.3 sec,2.97439967466111,3.03016309336026
1590.4 sec,2.97531257096183,3.03107708155867
1590.5 sec,2.97531257096183,3.03016309336026
1590.6 sec,2.97531257096183,3.03016309336026
1590.7 sec,2.97531257096183,3.03107708155867
1590.8 sec,2.97531257096183,3.03107708155867
1590.9 sec,2.97531257096183,3.03199106975709
1591 sec,2.97531257096183,3.03107708155867
1591.1 sec,2.97439967466111,3.03016309336026
1591.2 sec,2.97439967466111,3.03016309336026
1591.3 sec,2.97439967466111,3.03016309336026
1591.4 sec,2.97622546726256,3.03016309336026
1591.5 sec,2.97531257096183,3.03016309336026
1591.6 sec,2.97439967466111,3.03016309336026
1591.7 sec,2.97439967466111,3.03107708155867
1591.8 sec,2.97439967466111,3.03016309336026
1591.9 sec,2.97439967466111,3.03016309336026
1592 sec,2.97531257096183,3.03107708155867
1592.1 sec,2.97439967466111,3.03107708155867
1592.2 sec,2.97531257096183,3.03199106975709
1592.3 sec,2.97531257096183,3.03199106975709
1592.4 sec,2.97348677836038,3.03016309336026
1592.5 sec,2.97348677836038,3.02924910516184
1592.6 sec,2.97439967466111,3.03016309336026
1592.7 sec,2.97439967466111,3.03199106975709
1592.8 sec,2.97348677836038,3.03107708155867
1592.9 sec,2.97439967466111,3.03199106975709
1593 sec,2.97439967466111,3.03107708155867
1593.1 sec,2.97348677836038,3.03016309336026
1593.2 sec,2.97348677836038,3.03016309336026
1593.3 sec,2.97531257096183,3.03199106975709
1593.4 sec,2.97531257096183,3.03199106975709
1593.5 sec,2.97531257096183,3.03107708155867
1593.6 sec,2.97348677836038,3.03016309336026
1593.7 sec,2.97348677836038,3.03016309336026
1593.8 sec,2.97439967466111,3.03107708155867
1593.9 sec,2.97348677836038,3.03107708155867
1594 sec,2.97439967466111,3.03016309336026
1594.1 sec,2.97439967466111,3.03107708155867
1594.2 sec,2.97439967466111,3.03199106975709
1594.3 sec,2.97439967466111,3.03107708155867
1594.4 sec,2.97348677836038,3.03107708155867
1594.5 sec,2.97531257096183,3.03199106975709
1594.6 sec,2.97531257096183,3.03107708155867
1594.7 sec,2.97348677836038,3.03016309336026
1594.8 sec,2.97439967466111,3.03107708155867
1594.9 sec,2.97531257096183,3.03107708155867
1595 sec,2.97531257096183,3.03107708155867
1595.1 sec,2.97531257096183,3.03199106975709
1595.2 sec,2.97531257096183,3.03107708155867
1595.3 sec,2.97531257096183,3.03107708155867
1595.4 sec,2.97531257096183,3.03199106975709
1595.5 sec,2.97622546726256,3.03199106975709
1595.6 sec,2.97531257096183,3.03107708155867
1595.7 sec,2.97531257096183,3.03107708155867
1595.8 sec,2.97439967466111,3.03016309336026
1595.9 sec,2.97531257096183,3.03107708155867
1596 sec,2.97348677836038,3.03016309336026
1596.1 sec,2.97531257096183,3.03107708155867
1596.2 sec,2.97439967466111,3.03016309336026
1596.3 sec,2.97531257096183,3.03016309336026
1596.4 sec,2.97531257096183,3.03107708155867
1596.5 sec,2.97531257096183,3.03107708155867
1596.6 sec,2.97531257096183,3.03199106975709
1596.7 sec,2.97439967466111,3.03016309336026
1596.8 sec,2.97531257096183,3.03016309336026
1596.9 sec,2.97531257096183,3.03016309336026
1597 sec,2.97531257096183,3.03107708155867
1597.1 sec,2.97531257096183,3.03016309336026
1597.2 sec,2.97439967466111,3.03016309336026
1597.3 sec,2.97531257096183,3.03016309336026
1597.4 sec,2.97531257096183,3.03107708155867
1597.5 sec,2.97348677836038,3.03016309336026
1597.6 sec,2.97348677836038,3.03016309336026
1597.7 sec,2.97439967466111,3.03016309336026
1597.8 sec,2.97439967466111,3.03016309336026
1597.9 sec,2.97531257096183,3.03107708155867
1598 sec,2.97531257096183,3.03107708155867
1598.1 sec,2.97622546726256,3.03199106975709
1598.2 sec,2.97531257096183,3.03107708155867
1598.3 sec,2.97439967466111,3.03016309336026
1598.4 sec,2.97439967466111,3.03016309336026
1598.5 sec,2.97531257096183,3.03107708155867
1598.6 sec,2.97531257096183,3.03107708155867
1598.7 sec,2.97439967466111,3.03016309336026
1598.8 sec,2.97439967466111,3.03016309336026
1598.9 sec,2.97348677836038,3.03016309336026
1599 sec,2.97439967466111,3.03016309336026
1599.1 sec,2.97531257096183,3.03107708155867
1599.2 sec,2.97622546726256,3.03199106975709
1599.3 sec,2.97531257096183,3.03016309336026
1599.4 sec,2.97531257096183,3.03107708155867
1599.5 sec,2.97622546726256,3.03107708155867
1599.6 sec,2.97439967466111,3.03016309336026
1599.7 sec,2.97439967466111,3.03107708155867
1599.8 sec,2.97622546726256,3.03107708155867
1599.9 sec,2.97531257096183,3.03107708155867
1600 sec,2.97622546726256,3.03107708155867
1600.1 sec,2.97531257096183,3.03016309336026
1600.2 sec,2.97531257096183,3.03199106975709
1600.3 sec,2.97622546726256,3.03107708155867
1600.4 sec,2.97531257096183,3.03016309336026
1600.5 sec,2.97531257096183,3.03016309336026
1600.6 sec,2.97531257096183,3.03016309336026
1600.7 sec,2.97622546726256,3.03107708155867
1600.8 sec,2.97531257096183,3.03107708155867
1600.9 sec,2.97531257096183,3.03016309336026
1601 sec,2.97531257096183,3.03107708155867
1601.1 sec,2.97531257096183,3.03016309336026
1601.2 sec,2.97531257096183,3.03016309336026
1601.3 sec,2.97622546726256,3.03016309336026
1601.4 sec,2.97531257096183,3.03107708155867
1601.5 sec,2.97531257096183,3.03107708155867
1601.6 sec,2.97531257096183,3.03107708155867
1601.7 sec,2.97531257096183,3.03107708155867
1601.8 sec,2.97439967466111,3.03016309336026
1601.9 sec,2.97439967466111,3.03107708155867
1602 sec,2.97439967466111,3.03107708155867
1602.1 sec,2.97531257096183,3.03199106975709
1602.2 sec,2.97531257096183,3.03107708155867
1602.3 sec,2.97348677836038,3.03016309336026
1602.4 sec,2.97531257096183,3.03016309336026
1602.5 sec,2.97531257096183,3.03107708155867
1602.6 sec,2.97531257096183,3.03107708155867
1602.7 sec,2.97531257096183,3.03107708155867
1602.8 sec,2.97531257096183,3.03107708155867
1602.9 sec,2.97439967466111,3.03016309336026
1603 sec,2.97439967466111,3.03016309336026
1603.1 sec,2.97439967466111,3.03016309336026
1603.2 sec,2.97531257096183,3.03107708155867
1603.3 sec,2.97531257096183,3.03107708155867
1603.4 sec,2.97531257096183,3.03107708155867
1603.5 sec,2.97439967466111,3.03016309336026
1603.6 sec,2.97439967466111,3.03107708155867
1603.7 sec,2.97439967466111,3.03016309336026
1603.8 sec,2.97439967466111,3.03016309336026
1603.9 sec,2.97439967466111,3.03107708155867
1604 sec,2.97439967466111,3.03016309336026
1604.1 sec,2.97439967466111,3.03107708155867
1604.2 sec,2.97531257096183,3.03107708155867
1604.3 sec,2.97439967466111,3.03107708155867
1604.4 sec,2.97348677836038,3.03016309336026
1604.5 sec,2.97531257096183,3.03016309336026
1604.6 sec,2.97439967466111,3.03016309336026
1604.7 sec,2.97439967466111,3.03016309336026
1604.8 sec,2.97439967466111,3.03016309336026
1604.9 sec,2.97531257096183,3.03107708155867
1605 sec,2.97348677836038,3.03016309336026
1605.1 sec,2.97531257096183,3.03107708155867
1605.2 sec,2.97622546726256,3.03199106975709
1605.3 sec,2.97531257096183,3.03107708155867
1605.4 sec,2.97531257096183,3.03016309336026
1605.5 sec,2.97531257096183,3.03016309336026
1605.6 sec,2.97257388205966,3.02924910516184
1605.7 sec,2.97439967466111,3.03016309336026
1605.8 sec,2.97531257096183,3.03107708155867
1605.9 sec,2.97622546726256,3.03107708155867
1606 sec,2.97531257096183,3.03107708155867
1606.1 sec,2.97348677836038,3.02924910516184
1606.2 sec,2.97531257096183,3.03016309336026
1606.3 sec,2.97439967466111,3.03016309336026
1606.4 sec,2.97439967466111,3.02924910516184
1606.5 sec,2.97531257096183,3.03016309336026
1606.6 sec,2.97439967466111,3.03016309336026
1606.7 sec,2.97439967466111,3.03016309336026
1606.8 sec,2.97531257096183,3.03107708155867
1606.9 sec,2.97439967466111,3.03016309336026
1607 sec,2.97531257096183,3.03107708155867
1607.1 sec,2.97439967466111,3.03016309336026
1607.2 sec,2.97531257096183,3.03016309336026
1607.3 sec,2.97439967466111,3.03016309336026
1607.4 sec,2.97348677836038,3.03016309336026
1607.5 sec,2.97531257096183,3.03199106975709
1607.6 sec,2.97348677836038,3.03107708155867
1607.7 sec,2.97439967466111,3.03107708155867
1607.8 sec,2.97348677836038,3.03016309336026
1607.9 sec,2.97439967466111,3.03016309336026
1608 sec,2.97531257096183,3.03107708155867
1608.1 sec,2.97531257096183,3.03107708155867
1608.2 sec,2.97439967466111,3.03107708155867
1608.3 sec,2.97439967466111,3.03107708155867
1608.4 sec,2.97348677836038,3.03016309336026
1608.5 sec,2.97531257096183,3.03107708155867
1608.6 sec,2.97531257096183,3.03199106975709
1608.7 sec,2.97531257096183,3.03199106975709
1608.8 sec,2.97439967466111,3.03107708155867
1608.9 sec,2.97531257096183,3.03199106975709
1609 sec,2.97531257096183,3.03199106975709
1609.1 sec,2.97439967466111,3.03199106975709
1609.2 sec,2.97531257096183,3.03199106975709
1609.3 sec,2.97531257096183,3.03199106975709
1609.4 sec,2.97531257096183,3.03107708155867
1609.5 sec,2.97531257096183,3.03199106975709
1609.6 sec,2.97531257096183,3.03199106975709
1609.7 sec,2.97439967466111,3.03107708155867
1609.8 sec,2.97439967466111,3.03107708155867
1609.9 sec,2.97348677836038,3.03016309336026
1610 sec,2.97439967466111,3.03107708155867
1610.1 sec,2.97531257096183,3.03107708155867
1610.2 sec,2.97531257096183,3.03107708155867
1610.3 sec,2.97531257096183,3.03107708155867
1610.4 sec,2.97531257096183,3.03107708155867
1610.5 sec,2.97439967466111,3.03107708155867
1610.6 sec,2.97531257096183,3.03199106975709
1610.7 sec,2.97439967466111,3.03107708155867
1610.8 sec,2.97531257096183,3.03107708155867
1610.9 sec,2.97531257096183,3.03016309336026
1611 sec,2.97348677836038,3.03016309336026
1611.1 sec,2.97531257096183,3.03199106975709
1611.2 sec,2.97531257096183,3.03016309336026
1611.3 sec,2.97439967466111,3.03016309336026
1611.4 sec,2.97531257096183,3.03107708155867
1611.5 sec,2.97622546726256,3.03107708155867
1611.6 sec,2.97531257096183,3.03107708155867
1611.7 sec,2.97257388205966,3.03016309336026
1611.8 sec,2.97348677836038,3.03016309336026
1611.9 sec,2.97439967466111,3.03016309336026
1612 sec,2.97348677836038,3.03107708155867
1612.1 sec,2.97348677836038,3.03016309336026
1612.2 sec,2.97348677836038,3.03016309336026
1612.3 sec,2.97257388205966,3.03016309336026
1612.4 sec,2.97439967466111,3.03107708155867
1612.5 sec,2.97348677836038,3.03107708155867
1612.6 sec,2.97439967466111,3.03107708155867
1612.7 sec,2.97439967466111,3.03107708155867
1612.8 sec,2.97439967466111,3.03107708155867
1612.9 sec,2.97439967466111,3.03016309336026
1613 sec,2.97348677836038,3.03016309336026
1613.1 sec,2.97439967466111,3.03107708155867
1613.2 sec,2.97439967466111,3.03199106975709
1613.3 sec,2.97439967466111,3.03107708155867
1613.4 sec,2.97348677836038,3.03199106975709
1613.5 sec,2.97257388205966,3.03107708155867
1613.6 sec,2.97257388205966,3.03107708155867
1613.7 sec,2.97348677836038,3.03199106975709
1613.8 sec,2.97257388205966,3.03199106975709
1613.9 sec,2.97348677836038,3.03016309336026
1614 sec,2.97439967466111,3.03107708155867
1614.1 sec,2.97439967466111,3.03199106975709
1614.2 sec,2.97531257096183,3.03199106975709
1614.3 sec,2.97439967466111,3.03199106975709
1614.4 sec,2.97439967466111,3.03107708155867
1614.5 sec,2.97531257096183,3.03199106975709
1614.6 sec,2.97439967466111,3.03016309336026
1614.7 sec,2.97531257096183,3.03107708155867
1614.8 sec,2.97439967466111,3.03016309336026
1614.9 sec,2.97439967466111,3.03016309336026
1615 sec,2.97439967466111,3.03107708155867
1615.1 sec,2.97348677836038,3.03107708155867
1615.2 sec,2.97348677836038,3.03199106975709
1615.3 sec,2.97348677836038,3.03107708155867
1615.4 sec,2.97531257096183,3.03107708155867
1615.5 sec,2.97439967466111,3.03107708155867
1615.6 sec,2.97439967466111,3.03016309336026
1615.7 sec,2.97348677836038,3.03016309336026
1615.8 sec,2.97348677836038,3.03016309336026
1615.9 sec,2.97348677836038,3.03016309336026
1616 sec,2.97257388205966,3.03016309336026
1616.1 sec,2.97348677836038,3.03016309336026
1616.2 sec,2.97348677836038,3.03016309336026
1616.3 sec,2.97257388205966,3.03016309336026
1616.4 sec,2.97257388205966,3.03016309336026
1616.5 sec,2.97257388205966,3.03107708155867
1616.6 sec,2.97439967466111,3.03107708155867
1616.7 sec,2.97439967466111,3.03199106975709
1616.8 sec,2.97531257096183,3.03107708155867
1616.9 sec,2.97439967466111,3.03016309336026
1617 sec,2.97531257096183,3.03107708155867
1617.1 sec,2.97531257096183,3.03107708155867
1617.2 sec,2.97439967466111,3.03016309336026
1617.3 sec,2.97439967466111,3.03107708155867
1617.4 sec,2.97439967466111,3.03107708155867
1617.5 sec,2.97348677836038,3.03107708155867
1617.6 sec,2.97439967466111,3.03199106975709
1617.7 sec,2.97531257096183,3.03199106975709
1617.8 sec,2.97439967466111,3.03107708155867
1617.9 sec,2.97439967466111,3.03107708155867
1618 sec,2.97531257096183,3.03107708155867
1618.1 sec,2.97531257096183,3.03107708155867
1618.2 sec,2.97531257096183,3.03107708155867
1618.3 sec,2.97531257096183,3.03107708155867
1618.4 sec,2.97531257096183,3.03107708155867
1618.5 sec,2.97439967466111,3.03107708155867
1618.6 sec,2.97531257096183,3.03107708155867
1618.7 sec,2.97531257096183,3.03107708155867
1618.8 sec,2.97531257096183,3.03107708155867
1618.9 sec,2.97531257096183,3.03107708155867
1619 sec,2.97531257096183,3.03107708155867
1619.1 sec,2.97439967466111,3.03016309336026
1619.2 sec,2.97531257096183,3.03016309336026
1619.3 sec,2.97622546726256,3.03107708155867
1619.4 sec,2.97531257096183,3.03016309336026
1619.5 sec,2.97531257096183,3.03107708155867
1619.6 sec,2.97622546726256,3.03199106975709
1619.7 sec,2.97531257096183,3.03016309336026
1619.8 sec,2.97439967466111,3.03107708155867
1619.9 sec,2.97439967466111,3.03016309336026
1620 sec,2.97531257096183,3.03107708155867
1620.1 sec,2.97531257096183,3.03016309336026
1620.2 sec,2.97531257096183,3.03107708155867
1620.3 sec,2.97439967466111,3.03016309336026
1620.4 sec,2.97531257096183,3.03016309336026
1620.5 sec,2.97531257096183,3.03016309336026
1620.6 sec,2.97622546726256,3.03199106975709
1620.7 sec,2.97531257096183,3.03107708155867
1620.8 sec,2.97531257096183,3.03199106975709
1620.9 sec,2.97348677836038,3.03107708155867
1621 sec,2.97348677836038,3.03199106975709
1621.1 sec,2.97439967466111,3.03199106975709
1621.2 sec,2.97531257096183,3.03199106975709
1621.3 sec,2.97439967466111,3.03107708155867
1621.4 sec,2.97531257096183,3.03107708155867
1621.5 sec,2.97531257096183,3.03199106975709
1621.6 sec,2.97531257096183,3.03199106975709
1621.7 sec,2.97531257096183,3.03016309336026
1621.8 sec,2.97622546726256,3.03107708155867
1621.9 sec,2.97622546726256,3.03107708155867
1622 sec,2.97622546726256,3.03107708155867
1622.1 sec,2.97531257096183,3.03107708155867
1622.2 sec,2.97622546726256,3.03199106975709
1622.3 sec,2.97439967466111,3.03199106975709
1622.4 sec,2.97348677836038,3.03107708155867
1622.5 sec,2.97439967466111,3.03107708155867
1622.6 sec,2.97531257096183,3.03199106975709
1622.7 sec,2.97531257096183,3.03107708155867
1622.8 sec,2.97531257096183,3.03199106975709
1622.9 sec,2.97439967466111,3.03107708155867
1623 sec,2.97531257096183,3.03107708155867
1623.1 sec,2.97531257096183,3.03199106975709
1623.2 sec,2.97531257096183,3.03199106975709
1623.3 sec,2.97439967466111,3.03199106975709
1623.4 sec,2.97439967466111,3.03199106975709
1623.5 sec,2.97439967466111,3.03016309336026
1623.6 sec,2.97439967466111,3.03107708155867
1623.7 sec,2.97439967466111,3.02924910516184
1623.8 sec,2.97531257096183,3.03016309336026
1623.9 sec,2.97439967466111,3.03016309336026
1624 sec,2.97439967466111,3.03016309336026
